Revenue,Margin,Orders,Units,Recency
15020,5938.0,2,11,1668
10327,3530.0,4,8,641
1458,703.0,1,1,683
1348,172.0,1,1,675
1904,73.0,1,2,640
42447,15847.0,1,42,657
1757,521.0,2,2,627
18389,2070.0,2,15,672
323,10.0,1,1,600
5452,2693.0,1,3,609
901,264.0,1,1,665
2222,674.0,1,2,966
2063,482.0,1,3,612
14383,3491.0,7,14,661
15830,6064.0,8,14,1196
1252,205.0,1,1,623
1759,121.0,1,1,635
11779,3672.0,8,8,1184
323,10.0,1,1,599
30357,10567.0,2,36,1232
1674,672.0,1,1,598
20993,4672.0,6,17,1188
1749,0.0,1,1,978
2236,457.0,1,1,674
2406,726.0,1,2,628
1216,129.0,1,1,661
1913,0.0,1,1,597
1046,109.0,1,1,643
2362,404.0,1,1,633
968,0.0,1,1,596
2239,279.0,1,1,665
880,110.0,1,1,604
7315,292.0,1,11,679
37700,13577.0,13,34,4638
3769,1200.0,3,3,1151
239,51.0,1,1,641
1611,362.0,1,1,635
2214,539.0,1,2,614
1192,256.0,1,1,672
2040,415.0,1,1,623
1107,254.0,1,1,643
1198,446.0,1,1,606
7349,3354.0,2,4,1230
2269,1055.0,1,1,621
300,90.0,1,1,1021
1255,0.0,1,1,667
3496,521.0,1,5,612
1197,481.0,2,2,1237
8102,3366.0,2,6,1234
3929,1418.0,1,4,614
758,37.0,1,1,671
1379,351.0,1,1,671
5741,2751.0,1,6,663
2202,919.0,2,2,1165
3476,538.0,3,5,1154
1533,535.0,1,1,985
2214,509.0,1,2,644
2250,635.0,1,1,608
939,83.0,1,1,608
1966,323.0,3,3,1153
49109,11421.0,1,45,630
501,20.0,1,1,640
13635,4866.0,3,8,1222
18582,4068.0,7,13,1693
4119,1027.0,3,3,1196
1139,297.0,1,1,637
21506,1952.0,9,31,4078
2446,590.0,1,1,668
5683,1122.0,1,9,599
5746,0.0,1,8,607
338,83.0,1,1,679
5843,1526.0,2,8,1243
2043,589.0,1,2,655
889,31.0,1,1,635
4933,1384.0,1,5,599
1795,315.0,2,2,654
17574,3735.0,4,45,1178
25490,2422.0,9,31,3691
3638,1033.0,2,2,1861
1663,455.0,1,1,1027
16164,5468.0,10,11,1180
4253,973.0,1,2,669
1342,361.0,1,1,614
1000,12.0,1,1,643
1069,323.0,1,1,635
849,25.0,1,1,602
21104,3379.0,4,22,1156
13381,4335.0,3,9,1182
2430,702.0,1,1,673
1478,195.0,1,1,654
3189,934.0,1,2,980
7036,808.0,1,7,685
1419,95.0,1,1,600
2084,547.0,1,1,672
1200,122.0,1,2,685
3599,1009.0,1,1,642
1380,51.0,1,1,640
1484,546.0,1,1,629
5622,1776.0,2,5,1149
1284,182.0,3,3,1159
5911,2176.0,2,4,661
26523,9511.0,6,20,2165
3283,1027.0,1,1,681
2681,1065.0,1,2,672
13990,4127.0,1,13,665
14988,1998.0,11,16,1163
3947,973.0,1,4,612
1618,278.0,1,1,635
2236,278.0,1,1,636
1354,151.0,1,1,619
2646,906.0,1,2,619
915,55.0,1,1,600
1196,432.0,1,1,1002
539,23.0,1,1,612
3268,406.0,2,2,653
1139,57.0,1,1,630
1726,267.0,1,3,633
1478,468.0,1,1,628
1054,259.0,1,1,622
35722,15922.0,2,34,1212
886,332.0,1,1,664
1384,223.0,1,2,634
3252,0.0,1,2,602
5635,1378.0,1,1,992
1506,332.0,1,1,684
778,30.0,1,1,675
1210,240.0,1,1,620
9952,546.0,8,12,1197
3116,717.0,1,1,629
1631,746.0,1,1,602
1415,388.0,1,1,649
1344,527.0,1,1,686
5729,893.0,4,5,1164
1664,705.0,2,2,622
6211,1222.0,3,4,1013
5767,2060.0,1,5,608
1757,781.0,1,1,684
2222,855.0,2,2,656
1444,241.0,1,1,623
3375,0.0,1,2,599
1037,120.0,2,2,622
1507,491.0,1,1,670
835,196.0,1,1,648
11739,1905.0,2,13,1188
1441,112.0,1,1,637
9245,2022.0,5,13,1754
418,15.0,1,1,633
1017,0.0,1,1,598
1988,398.0,1,1,608
3794,371.0,3,7,1142
2058,547.0,1,1,602
1320,569.0,1,1,670
832,205.0,1,1,605
18962,595.0,1,17,633
4300,1704.0,1,2,656
1760,189.0,3,3,1215
1836,659.0,1,5,964
5743,387.0,2,9,620
1580,579.0,1,1,616
2687,683.0,1,1,651
1480,348.0,1,1,628
1291,39.0,1,1,670
917,186.0,1,1,633
7055,1094.0,2,7,614
1606,699.0,1,1,613
1172,342.0,1,1,619
7116,1426.0,3,5,1205
2565,1159.0,1,1,987
6450,2711.0,1,3,633
5973,1288.0,4,4,1234
4203,2603.0,2,2,1165
1929,679.0,1,1,651
16720,307.0,1,40,621
3529,305.0,2,5,648
18073,4017.0,3,12,679
1711,547.0,1,1,641
699,121.0,1,1,648
3206,1222.0,2,3,1179
1631,773.0,1,1,1046
1788,581.0,1,3,640
4960,1044.0,1,2,650
2633,866.0,1,2,616
1094,1.0,1,1,642
1471,468.0,1,1,619
1469,102.0,1,1,620
3706,1071.0,2,2,624
3393,897.0,2,3,1278
11647,4283.0,2,7,1318
2175,966.0,1,1,634
1440,0.0,1,1,966
327,4.0,1,1,1008
778,30.0,1,1,673
899,47.0,1,1,619
2376,516.0,1,3,647
1225,452.0,1,1,608
10139,1919.0,1,12,669
2620,880.0,2,2,1193
1616,482.0,2,3,1154
686,184.0,1,1,676
1876,699.0,1,1,637
637,131.0,1,1,659
56612,14584.0,10,84,3940
1332,138.0,1,3,627
752,319.0,1,1,605
2264,396.0,1,1,613
1980,373.0,1,1,640
537,14.0,1,1,621
7203,2702.0,2,7,1212
11531,1455.0,1,20,616
14536,2735.0,5,25,1159
1572,100.0,2,2,1164
2836,609.0,2,2,1173
2628,411.0,2,2,1676
3945,1537.0,2,2,1181
1495,582.0,1,1,653
2016,681.0,1,1,654
16299,6524.0,7,11,1154
5918,2314.0,3,3,1173
12648,3459.0,5,11,1149
3468,272.0,1,1,671
14790,4110.0,3,16,650
1283,9.0,1,1,599
18748,3892.0,11,20,1195
317,7.0,1,1,999
9922,3058.0,4,7,650
2315,606.0,1,1,612
4992,1299.0,4,6,1186
4634,1318.0,1,4,602
4701,1933.0,2,3,640
1058,142.0,1,1,636
1476,193.0,1,1,614
849,21.0,1,1,634
4084,486.0,1,1,669
1471,604.0,1,1,621
12258,3863.0,5,10,3971
2444,758.0,1,1,657
835,23.0,1,1,605
4252,1504.0,1,1,684
9941,1483.0,1,10,682
530,234.0,1,1,616
1333,353.0,1,1,634
2174,0.0,1,1,597
2662,885.0,1,3,663
4234,927.0,1,4,614
2236,381.0,1,1,621
1243,178.0,1,1,993
858,156.0,1,1,657
3728,2251.0,2,2,1177
586,34.0,1,1,648
4121,561.0,2,3,632
1910,713.0,2,2,1214
6994,1101.0,5,7,1160
1108,192.0,1,1,654
1500,406.0,1,1,670
699,70.0,1,1,599
13032,3710.0,5,9,1169
586,0.0,1,1,973
7526,1502.0,3,10,658
657,13.0,1,1,654
1187,258.0,1,1,644
1351,145.0,1,1,660
5493,1704.0,3,3,618
1680,287.0,1,1,637
2223,640.0,1,1,640
3259,104.0,1,1,637
1357,547.0,1,1,606
14163,2631.0,4,15,1183
1430,589.0,1,1,1047
1390,550.0,1,1,605
1800,587.0,1,1,669
115102,17659.0,1,91,647
6329,1322.0,2,8,1184
3094,917.0,3,3,1157
1620,326.0,1,1,613
1440,215.0,1,1,616
19813,894.0,15,20,1171
797,110.0,1,1,606
27639,6043.0,15,47,1189
1143,257.0,1,1,1043
1248,290.0,1,2,605
1537,33.0,1,3,637
339,28.0,1,1,612
2770,612.0,2,2,1180
1717,312.0,1,1,657
4338,1123.0,1,3,649
2337,777.0,1,2,649
8553,1110.0,2,20,1199
984,71.0,1,1,677
1188,532.0,1,1,669
1239,533.0,1,1,985
2910,737.0,3,3,624
10134,3079.0,6,13,1172
688,316.0,1,1,641
1485,476.0,1,1,675
2097,115.0,1,2,619
779,24.0,1,1,646
949,307.0,1,1,621
1476,273.0,1,1,629
1471,148.0,2,2,1235
6898,2343.0,3,5,1212
54222,8470.0,4,39,1614
1363,0.0,1,1,961
4885,848.0,3,3,1199
1987,608.0,1,1,614
1698,702.0,1,1,682
4020,631.0,3,4,1153
8383,2619.0,2,9,1124
1267,277.0,1,1,628
747,87.0,1,1,631
2802,1206.0,2,2,1221
1613,364.0,1,1,633
19524,4795.0,10,23,1193
774,12.0,1,1,1036
7973,398.0,1,7,612
2987,447.0,1,3,669
10260,11.0,1,6,648
2744,677.0,2,2,1192
2803,165.0,2,3,621
3024,928.0,2,2,651
1633,794.0,1,2,608
1080,78.0,1,1,614
756,134.0,1,1,629
6048,465.0,3,10,1180
5535,1961.0,3,3,1527
7220,0.0,1,4,626
3870,886.0,1,5,647
1951,336.0,1,1,605
1647,222.0,1,2,682
11231,3439.0,6,10,3246
7548,512.0,2,3,647
3218,1017.0,2,2,653
5353,1644.0,1,2,604
7139,1544.0,4,12,2403
1224,50.0,1,1,646
601,23.0,1,1,1007
817,360.0,1,1,615
810,2.0,1,1,665
1040,172.0,1,1,599
1124,132.0,1,1,603
2000,493.0,1,2,638
1564,516.0,1,1,676
376314,91498.0,151,575,1176
1145,92.0,1,1,664
1000,247.0,1,1,636
2135,0.0,1,3,596
2157,113.0,3,3,1517
3201,1138.0,2,2,638
5077,661.0,4,8,1154
10688,1873.0,1,17,636
38555,10592.0,1,24,635
4767,931.0,1,6,633
28119,5330.0,3,17,1149
899,540.0,1,1,605
1142,394.0,1,1,620
1272,338.0,1,1,646
1275,54.0,1,1,632
2968,555.0,2,3,1723
741,11.0,1,1,614
1915,366.0,2,2,641
20182,6618.0,1,11,626
4264,1136.0,2,3,1238
6341,1508.0,2,7,1223
2072,136.0,1,1,628
3551,1759.0,2,2,650
10988,3877.0,1,7,627
2108,546.0,1,1,631
13805,2513.0,1,20,641
782,276.0,1,1,963
831,23.0,1,1,629
5458,1951.0,4,5,1768
2505,566.0,2,2,1237
594,151.0,1,1,612
1251,433.0,1,1,632
2365,486.0,2,3,1134
1709,663.0,1,1,619
1433,42.0,1,1,612
2157,785.0,1,2,643
759,6.0,1,1,601
1302,220.0,1,1,633
2222,620.0,2,2,1112
1287,458.0,1,1,619
3587,1098.0,4,6,1174
15310,2975.0,8,31,1164
827,132.0,1,1,685
549,24.0,1,1,628
9469,3688.0,3,7,1192
1755,330.0,1,3,622
1579,107.0,2,3,663
1822,819.0,1,1,1047
2745,0.0,1,2,596
381,33.0,1,1,616
1679,607.0,1,1,650
684,18.0,1,1,644
839,50.0,2,2,632
1171,341.0,1,1,627
1229,26.0,1,1,599
781,80.0,1,1,652
9310,3619.0,4,6,1167
1022,381.0,1,1,683
5257,1672.0,1,5,985
92416,30031.0,2,75,662
24428,440.0,13,22,1167
2206,502.0,2,3,1173
9051,3157.0,3,4,669
1860,785.0,1,1,648
1205,415.0,1,1,655
1078,270.0,1,1,635
2894,948.0,1,2,614
1947,380.0,1,1,667
496,145.0,1,1,640
10945,2118.0,1,55,1019
8208,213.0,2,15,1941
5114,1746.0,2,4,610
2330,398.0,2,3,1136
683,163.0,1,1,627
1917,350.0,1,1,682
5365,1075.0,1,3,668
885,101.0,1,1,616
5385,916.0,3,5,1181
31166,12560.0,3,14,1175
1461,287.0,1,1,677
7106,1701.0,4,11,662
4415,1251.0,2,3,1737
1513,406.0,1,1,621
1253,614.0,1,1,668
2490,1048.0,1,2,661
1494,547.0,2,2,1221
1358,612.0,1,1,627
7769,2792.0,1,5,648
2588,963.0,1,1,640
7959,1042.0,3,5,1222
1396,207.0,1,1,685
1164,462.0,1,1,634
40582,2148.0,25,26,2429
830,311.0,1,1,622
1475,493.0,1,1,626
1369,331.0,1,1,667
1292,496.0,1,2,636
4245,88.0,1,5,679
1372,443.0,1,1,677
465,6.0,1,1,628
4799,1707.0,1,4,656
4332,1536.0,1,4,678
2158,239.0,2,2,1142
126626,2646.0,10,405,1921
2084,133.0,2,4,1212
4689,1596.0,1,3,654
3719,1214.0,1,3,651
2711,748.0,2,6,1199
4067,1752.0,3,3,1171
1193,0.0,1,1,601
565,135.0,1,1,619
1139,57.0,1,1,628
4036,1645.0,2,2,1129
1171,310.0,1,1,636
1650,182.0,1,1,980
1478,288.0,1,1,634
2049,777.0,2,2,1229
655,223.0,1,1,600
1093,350.0,1,1,682
265,26.0,1,1,682
2172,647.0,2,2,1214
6962,279.0,3,3,1221
5427,1480.0,2,4,669
804,231.0,1,1,621
11761,4819.0,8,11,1203
2118,295.0,2,2,1891
1171,340.0,1,1,630
3683,1007.0,2,4,619
1747,942.0,1,1,605
1486,478.0,1,1,644
1249,411.0,1,1,621
1235,462.0,1,1,682
1611,451.0,1,1,671
1619,171.0,1,1,658
1107,254.0,1,1,630
2313,723.0,2,3,1204
41249,14253.0,5,23,2236
1805,558.0,1,1,672
768,180.0,1,1,637
2300,412.0,2,4,608
3195,809.0,2,2,1140
687,144.0,1,1,635
9025,4034.0,2,4,660
2128,818.0,1,2,623
11332,4505.0,6,8,1217
1221,646.0,1,1,614
3547,936.0,2,5,639
8026,2177.0,2,6,1836
12007,3242.0,2,18,646
4094,2112.0,1,3,614
1065,418.0,1,2,668
1606,148.0,3,3,1939
720,11.0,1,2,627
683,200.0,1,1,656
562,43.0,1,1,656
1782,376.0,2,3,1173
3574,684.0,1,2,623
1703,415.0,1,1,614
1852,318.0,1,1,1001
1698,42.0,1,2,637
79989,18604.0,7,64,1181
8292,3421.0,3,6,1207
798,199.0,1,1,627
3988,0.0,1,4,598
3528,769.0,1,20,664
1337,465.0,1,1,642
2619,59.0,1,1,675
1285,281.0,1,2,664
5000,873.0,1,4,600
2619,404.0,2,2,1666
8888,2418.0,5,9,632
1159,232.0,1,1,603
1606,0.0,1,1,613
1009,310.0,1,1,654
1455,173.0,1,1,685
10936,4505.0,1,8,684
8340,2544.0,6,7,667
3227,728.0,1,2,654
3300,178.0,1,3,633
847,390.0,1,1,649
29474,6843.0,8,13,3896
16610,383.0,1,31,1021
9742,1309.0,4,6,1216
1168,332.0,1,1,637
549,43.0,1,1,627
891,0.0,1,1,597
2175,245.0,1,1,630
1008,274.0,1,1,643
4889,647.0,1,4,615
1012,279.0,1,1,613
304,33.0,1,1,622
832,208.0,1,1,682
1698,612.0,1,1,984
12073,3349.0,1,10,630
746,136.0,1,1,641
650,54.0,1,1,642
1686,422.0,1,1,631
2179,687.0,1,1,613
699,74.0,1,1,627
1752,566.0,1,1,622
26695,11113.0,8,21,1188
1269,293.0,1,2,679
566,94.0,1,1,601
21768,6207.0,11,19,3529
1986,31.0,1,1,670
717,321.0,1,1,663
3086,879.0,2,4,1173
829,23.0,1,1,613
4211,1004.0,2,6,647
3538,145.0,3,11,1198
2526,0.0,1,1,605
440,4.0,1,1,635
2480,316.0,2,2,629
6466,1410.0,1,8,651
10085,2624.0,4,5,2469
11225,4209.0,3,10,1197
941,300.0,1,1,627
2794,550.0,1,4,614
526,41.0,1,1,627
428,4.0,1,1,682
2185,893.0,2,2,663
829,38.0,1,1,679
789,59.0,1,2,679
2883,0.0,1,1,596
32136,7100.0,1,51,630
7116,2417.0,2,8,1045
817,174.0,1,1,650
4106,772.0,1,8,621
664,179.0,1,1,622
2493,984.0,2,2,622
1442,180.0,1,1,663
2298,1046.0,2,2,643
4675,922.0,1,3,647
650,197.0,1,1,635
7948,2882.0,3,10,1228
2506,1225.0,1,1,679
6856,2307.0,3,4,2386
447,8.0,1,1,629
1231,174.0,1,2,659
7195,1266.0,1,5,685
2866,1221.0,3,3,1202
699,20.0,1,1,601
646,93.0,1,1,614
549,28.0,1,1,637
1284,284.0,1,1,683
729,236.0,1,1,640
1531,262.0,3,3,606
1510,0.0,1,3,966
1923,501.0,2,2,650
5063,1955.0,2,4,1156
20055,5058.0,1,20,619
2761,578.0,3,4,1163
1090,123.0,1,1,632
982,0.0,1,1,598
23149,5042.0,3,34,1233
915,362.0,1,1,621
3978,627.0,2,4,660
15928,5023.0,2,20,1184
2735,231.0,1,1,1025
2236,276.0,1,1,684
2259,655.0,1,2,612
770,64.0,1,1,602
1931,301.0,1,3,679
1776,383.0,1,1,677
1244,396.0,1,1,642
886,282.0,1,1,686
747,100.0,1,1,619
1749,508.0,1,2,608
1273,238.0,1,1,627
764,1.0,1,1,1000
1459,307.0,1,2,628
1431,210.0,2,2,1148
2485,956.0,1,2,620
377,15.0,1,1,626
858,258.0,1,1,677
1772,682.0,1,2,604
1893,803.0,1,1,671
1534,307.0,1,1,605
2832,174.0,1,2,650
2638,303.0,1,5,614
1272,170.0,1,1,1007
1767,0.0,1,1,596
1830,109.0,1,2,601
1461,287.0,1,1,673
2000,557.0,1,2,670
77509,16029.0,5,82,652
2995,896.0,1,1,683
3837,1256.0,2,3,1207
1350,268.0,1,1,606
4245,106.0,1,5,637
6666,1877.0,3,4,1767
1804,672.0,1,1,1018
9155,1659.0,1,5,999
6469,1431.0,2,3,1235
4523,1602.0,2,2,655
1912,577.0,1,1,664
2256,659.0,1,2,637
1258,402.0,1,1,636
1452,310.0,1,1,607
828,25.0,1,1,653
3626,500.0,3,6,623
3595,538.0,1,3,626
989,62.0,1,1,606
1572,413.0,1,1,999
14833,2400.0,1,25,668
1020,344.0,1,1,671
2444,60.0,2,2,624
722,233.0,1,1,620
1681,498.0,1,1,606
1237,190.0,1,1,616
4069,1066.0,2,4,1176
2695,538.0,4,4,1195
2283,303.0,3,4,649
1123,276.0,1,1,648
170,126.0,1,1,1007
591,251.0,1,1,668
973,152.0,1,1,615
2149,183.0,1,1,651
2268,566.0,1,1,675
8849,757.0,2,7,1126
834,250.0,1,1,656
11754,3250.0,1,10,607
1497,138.0,1,1,641
5016,907.0,2,11,654
8195,3426.0,1,1,618
4928,335.0,8,8,3017
932,238.0,1,1,632
1050,26.0,1,1,601
3310,1250.0,2,6,1252
22823,6752.0,9,12,1185
1249,484.0,1,1,664
2463,0.0,1,1,599
2144,552.0,2,2,1184
1945,559.0,1,1,615
2821,165.0,3,4,1166
31353,12072.0,1,40,636
6247,1893.0,2,6,1848
1409,374.0,1,1,615
869,230.0,1,1,657
850,105.0,1,1,599
2836,370.0,2,5,1211
592,159.0,1,1,640
1137,279.0,1,2,608
1159,393.0,1,1,664
645,134.0,1,1,643
4157,1266.0,1,5,602
1124,0.0,1,2,599
451,1.0,1,1,992
785,203.0,1,1,634
7624,916.0,2,4,1180
1349,349.0,1,1,647
2259,417.0,1,1,614
463,31.0,1,1,675
1755,174.0,2,2,619
1447,706.0,1,1,677
686,182.0,1,1,678
1795,166.0,1,4,636
1324,0.0,1,1,600
27871,8743.0,20,32,4704
2656,593.0,1,2,664
5500,0.0,1,7,597
1885,42.0,1,3,612
1637,624.0,2,2,629
802,300.0,1,1,649
2311,826.0,1,3,627
1134,501.0,1,1,620
2166,637.0,1,4,663
13839,4255.0,3,12,1183
853,85.0,1,1,620
592,53.0,1,1,972
1586,311.0,1,1,649
777,279.0,1,1,630
10378,3223.0,2,10,675
1442,227.0,2,2,1184
2833,1184.0,1,2,615
690,59.0,1,1,636
790,220.0,1,1,607
2504,782.0,2,2,613
13447,1753.0,6,18,1211
1610,439.0,2,3,1135
936,302.0,1,1,1033
889,354.0,1,1,633
602,208.0,1,1,683
1487,587.0,1,1,669
1090,603.0,1,1,600
3195,289.0,1,6,619
520,18.0,1,1,640
535,38.0,1,1,662
3504,981.0,1,3,662
3424,0.0,1,2,600
6261,2791.0,3,5,1155
477,44.0,1,1,1025
4704,1314.0,3,3,1181
810,222.0,1,1,659
478,98.0,1,1,670
1127,365.0,1,1,609
1685,502.0,1,1,612
5134,2038.0,3,5,653
3787,1487.0,1,1,605
3116,1209.0,2,2,1217
1208,128.0,1,1,670
1452,208.0,1,1,635
105586,22597.0,14,111,4714
791,186.0,1,1,1051
1619,655.0,1,2,605
1784,766.0,1,1,677
3013,1293.0,1,2,635
1660,329.0,2,2,1165
8411,1644.0,1,5,630
1106,0.0,1,1,597
3370,1183.0,3,3,1248
2154,742.0,2,2,1255
485,184.0,1,1,620
720,113.0,1,1,684
1156,507.0,1,1,1005
1476,193.0,1,1,615
2331,1147.0,1,2,650
2430,665.0,3,3,1193
2703,461.0,4,5,1291
5375,1848.0,2,4,1179
15883,3041.0,3,14,627
733,227.0,1,1,640
21204,7855.0,4,31,1194
1402,650.0,1,1,686
815,259.0,1,1,659
34526,8993.0,18,28,7665
818,340.0,1,1,679
7489,1178.0,1,13,675
2567,678.0,1,2,668
1395,472.0,1,1,619
1705,381.0,1,1,626
484,51.0,1,1,598
2300,289.0,2,3,632
951,118.0,1,1,637
3269,595.0,2,3,1182
12302,3626.0,7,7,1181
18839,6142.0,16,38,4056
604,86.0,1,1,602
4386,32.0,2,3,631
924,287.0,1,1,622
1894,317.0,1,1,628
786,179.0,1,1,601
901,247.0,1,1,679
1242,373.0,1,1,617
1488,408.0,1,1,608
1496,207.0,1,1,627
808,154.0,1,1,634
1550,376.0,1,3,1020
901,111.0,2,2,1200
390,1.0,1,1,599
1432,313.0,1,1,665
1980,287.0,1,1,682
9680,3019.0,5,15,1187
4184,1945.0,4,4,1225
1458,719.0,1,1,610
792,83.0,1,1,637
2224,710.0,1,2,683
2345,572.0,1,2,686
1303,250.0,1,1,1043
793,181.0,1,1,623
597,201.0,1,1,628
2018,746.0,2,2,606
892,375.0,1,1,634
1657,606.0,1,1,609
15963,3668.0,1,20,622
1127,0.0,1,2,600
1137,379.0,1,1,621
1204,373.0,1,2,676
4687,1317.0,5,6,1676
1604,525.0,1,1,1012
372,8.0,1,1,601
473,74.0,1,1,633
755,104.0,1,2,647
6214,2990.0,2,6,644
1462,600.0,1,1,679
708,174.0,1,1,675
1721,192.0,1,3,665
1359,215.0,1,1,606
2133,0.0,1,1,607
830,144.0,1,1,642
387,70.0,1,2,1007
1408,638.0,1,1,622
699,32.0,1,1,635
2238,532.0,2,3,640
752,243.0,1,1,619
10785,2815.0,3,11,1234
10082,3375.0,10,13,1170
759,309.0,1,1,676
2339,384.0,1,4,647
440,148.0,1,1,634
2242,979.0,1,1,647
28266,8268.0,11,27,3766
652,193.0,1,1,621
46122,11908.0,1,70,627
1903,311.0,2,2,1185
349,81.0,1,1,640
1081,339.0,1,1,614
886,13.0,1,1,657
407,0.0,1,1,609
569,7.0,1,1,634
2920,0.0,1,6,599
1971,548.0,1,3,609
4153,945.0,2,4,969
7227,399.0,7,14,1159
15383,808.0,1,16,641
2678,451.0,5,8,1191
2182,738.0,1,3,685
3396,288.0,1,4,607
1003,185.0,1,1,656
6202,345.0,5,12,1217
12795,4971.0,3,12,1137
1876,676.0,1,2,601
5603,0.0,1,10,598
4200,1061.0,1,3,1049
1743,292.0,1,1,1006
32306,11174.0,5,43,1214
3510,901.0,1,4,683
414,58.0,1,1,685
247,14.0,1,1,671
1947,448.0,2,2,646
1883,285.0,3,3,1140
564,207.0,1,1,621
1575,439.0,1,1,629
11533,6930.0,3,7,1166
2898,864.0,1,3,635
1591,641.0,1,1,1020
2032,611.0,1,2,619
12940,3621.0,1,8,606
11196,3426.0,2,17,1182
1091,384.0,1,1,684
2375,1116.0,1,2,683
1350,392.0,1,1,685
1555,695.0,1,1,663
823,82.0,1,1,603
1833,0.0,1,1,599
2900,83.0,1,5,634
1824,749.0,1,1,1050
2347,194.0,3,3,624
520,23.0,1,1,666
2839,698.0,1,2,668
1721,768.0,1,1,640
14048,4292.0,7,9,1212
4443,466.0,1,2,616
1263,275.0,1,1,604
11150,0.0,2,8,609
1292,245.0,1,2,608
1644,556.0,1,3,622
1521,523.0,1,1,987
4906,1366.0,1,5,616
534,171.0,1,1,634
693,168.0,1,1,640
952,0.0,1,1,596
5278,857.0,2,12,635
3194,1190.0,2,5,1205
675,274.0,1,1,655
3288,1097.0,3,3,1224
363,50.0,1,1,663
12274,2311.0,10,12,1153
15064,1193.0,1,56,1047
3015,1088.0,2,2,1190
2314,599.0,1,2,665
1582,0.0,1,1,657
2299,871.0,1,1,612
6851,1338.0,3,5,1143
5429,1461.0,4,4,1206
13914,5327.0,7,11,1176
646,94.0,1,1,614
2174,0.0,1,1,598
3084,536.0,1,3,686
12098,5181.0,1,6,1000
1111,217.0,2,2,1219
722,336.0,1,1,627
754,0.0,1,1,603
2532,514.0,4,4,1833
1619,353.0,1,2,614
706,251.0,1,1,644
646,44.0,1,1,650
699,183.0,1,1,613
1103,343.0,1,1,643
597,156.0,1,1,676
1674,567.0,1,1,1007
1217,229.0,1,1,636
741,0.0,1,1,605
803,332.0,1,1,662
816,51.0,1,2,678
2087,78.0,1,2,676
906,256.0,2,2,1165
310,0.0,1,1,601
1521,452.0,2,2,1242
5693,1939.0,5,6,1250
2880,941.0,1,1,684
1369,506.0,1,1,1040
1177,45.0,1,2,609
5605,691.0,1,12,601
698,167.0,1,2,600
2380,41.0,3,5,1135
4078,575.0,5,5,1246
1343,182.0,1,3,615
430,2.0,1,1,621
894,340.0,1,1,623
878,122.0,1,1,662
1356,340.0,1,1,637
34311,6867.0,13,34,4086
1701,811.0,1,1,615
731,70.0,1,1,612
640,64.0,1,1,661
3097,494.0,2,5,1192
2410,909.0,1,2,656
785,240.0,1,1,619
5490,0.0,1,6,598
469,69.0,1,1,629
689,179.0,1,1,686
367,13.0,1,1,685
21747,6493.0,9,11,3083
1251,136.0,1,2,643
15420,5.0,3,22,633
1965,756.0,1,3,642
841,105.0,1,1,634
2344,498.0,1,3,630
8593,1635.0,1,10,656
773,227.0,1,1,676
1281,310.0,1,1,616
9765,3835.0,1,6,684
688,231.0,1,1,661
2713,0.0,1,1,965
7433,2126.0,2,7,1963
1129,441.0,1,1,621
2209,397.0,1,2,600
935,242.0,1,1,629
869,316.0,1,1,648
712,86.0,1,1,613
446,25.0,1,1,635
2097,365.0,2,4,1189
2001,748.0,1,1,668
838,260.0,1,1,670
657,75.0,1,1,627
5536,565.0,3,5,2546
2167,737.0,1,3,649
1960,1134.0,1,1,662
2370,368.0,2,4,600
540,148.0,1,1,635
4795,974.0,1,3,683
7488,1547.0,3,4,1179
483,0.0,1,1,606
5216,1091.0,1,1,634
647,213.0,1,1,684
2362,647.0,3,3,658
16478,3496.0,11,13,4646
1292,471.0,1,1,640
1827,621.0,1,1,663
1491,395.0,2,2,1148
1491,0.0,1,1,630
628,143.0,1,1,634
752,242.0,1,1,614
1969,747.0,2,3,628
3336,975.0,1,3,619
824,23.0,1,1,636
1701,317.0,1,1,662
1759,601.0,1,1,990
726,71.0,1,1,670
576,165.0,1,1,626
1139,333.0,1,1,636
3903,195.0,3,7,1218
886,364.0,1,1,661
589,61.0,1,1,600
3255,556.0,2,5,1135
1925,700.0,1,3,682
810,306.0,1,1,607
4279,900.0,1,3,651
2106,1001.0,1,1,1013
1705,182.0,1,3,608
1391,0.0,1,2,598
572,138.0,1,1,652
1831,199.0,3,3,1186
1519,470.0,1,1,606
856,309.0,1,1,621
540,64.0,1,1,643
393,13.0,1,1,654
5749,2035.0,1,5,647
1835,2.0,1,6,619
1871,207.0,1,3,978
4607,1123.0,1,1,605
2957,1126.0,1,3,614
1876,0.0,1,1,598
4399,961.0,4,4,685
4802,111.0,1,2,622
4990,1430.0,2,7,624
20619,2728.0,3,30,1161
577,45.0,1,1,673
6056,3035.0,2,5,1196
1289,375.0,1,1,627
2835,853.0,2,2,1762
2978,805.0,1,2,635
1636,262.0,1,3,601
8778,3098.0,5,6,1189
716,54.0,1,1,659
708,269.0,1,1,681
1785,753.0,1,1,606
1463,276.0,1,1,661
1861,691.0,1,1,601
664,23.0,1,1,643
440,3.0,1,1,606
1100,303.0,1,5,1021
993,248.0,1,1,633
535,53.0,1,1,634
2890,181.0,2,3,607
670,5.0,1,1,678
699,104.0,1,1,612
452,55.0,1,1,646
2377,1105.0,1,5,633
11372,4337.0,3,9,1121
8197,3410.0,1,5,636
2157,414.0,2,2,1152
